date,max_temp,min_temp,avg_temp
2024-05-01,18.1,12.8,15.029166666666667
2024-05-02,20.8,10.5,15.170833333333334
2024-05-03,22.8,10.2,16.287499999999998
2024-05-04,23.5,11.1,17.595833333333335
2024-05-05,23.5,11.7,18.041666666666668
